Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
873.0,13641.0,9715.0,Salaried,36.0,Married,0.0,602.0,4.0,0.2,12696.0,34728.0,37527.0,84.0,Personal,Semiurban,Not Graduate,Male,Government,No
874.0,9196.0,2785.0,Self-employed,47.0,Married,1.0,692.0,2.0,0.35,6255.0,37921.0,26936.0,48.0,Car,Rural,Graduate,Male,Private,Yes
875.0,13559.0,3725.0,,43.0,Married,1.0,773.0,3.0,0.37,7441.0,7035.0,28002.0,24.0,Personal,Urban,Not Graduate,,Government,
876.0,5368.0,4576.0,Contract,44.0,Married,1.0,703.0,1.0,0.24,14986.0,,16683.0,60.0,Car,Urban,Not Graduate,Male,Unemployed,Yes
877.0,5797.0,5782.0,Self-employed,29.0,Married,3.0,597.0,3.0,0.57,13350.0,28460.0,13460.0,84.0,Business,Semiurban,Graduate,Male,Government,No
878.0,17114.0,6257.0,Salaried,55.0,Married,0.0,644.0,0.0,0.52,14440.0,21071.0,31482.0,48.0,Business,Semiurban,Graduate,Male,Private,No
879.0,15718.0,9793.0,Salaried,40.0,Married,2.0,696.0,0.0,0.46,7960.0,582.0,17447.0,36.0,Home,Rural,Not Graduate,Male,MNC,
880.0,3792.0,2408.0,Contract,57.0,Married,2.0,686.0,3.0,0.14,17821.0,48282.0,18729.0,,Business,Urban,,Male,Private,Yes
881.0,13053.0,340.0,Salaried,37.0,Married,2.0,613.0,4.0,0.15,19762.0,26189.0,21545.0,36.0,Education,Rural,Graduate,Female,Private,No
882.0,5476.0,2817.0,Salaried,51.0,Single,0.0,642.0,0.0,0.35,13665.0,15531.0,29204.0,72.0,,Semiurban,Graduate,Male,MNC,No
883.0,5417.0,2496.0,Salaried,28.0,Married,2.0,731.0,0.0,0.18,6629.0,16672.0,10814.0,12.0,,Rural,Not Graduate,Male,Private,Yes
884.0,3645.0,5962.0,Self-employed,35.0,Married,3.0,674.0,3.0,0.59,13828.0,,14890.0,84.0,,Rural,Not Graduate,,Unemployed,No
,16755.0,5299.0,Unemployed,51.0,Single,0.0,799.0,0.0,0.18,4541.0,20243.0,2740.0,12.0,Business,Urban,Graduate,Male,Government,Yes
886.0,5072.0,9917.0,Salaried,50.0,,1.0,728.0,4.0,0.34,7876.0,3060.0,31121.0,48.0,Home,Urban,Graduate,Male,Business,No
887.0,3854.0,7574.0,Salaried,40.0,Married,3.0,588.0,,0.28,13311.0,13731.0,12218.0,24.0,Home,Urban,Not Graduate,Male,Government,No
888.0,,1689.0,Self-employed,59.0,Single,,553.0,4.0,0.42,14588.0,12294.0,,60.0,Home,Semiurban,Not Graduate,Female,Private,No
889.0,8514.0,3267.0,Unemployed,32.0,Married,2.0,675.0,1.0,0.16,16648.0,20719.0,23705.0,36.0,Education,Rural,Graduate,Female,,Yes
890.0,4708.0,4406.0,Salaried,37.0,Single,3.0,552.0,,0.32,12380.0,47042.0,35722.0,60.0,Business,Rural,Not Graduate,Female,Unemployed,No
891.0,13694.0,8453.0,Salaried,50.0,Single,0.0,797.0,4.0,0.24,9877.0,49116.0,,12.0,Home,Urban,Not Graduate,Female,MNC,Yes
892.0,11524.0,1442.0,Salaried,,Single,3.0,613.0,1.0,0.54,17818.0,26325.0,31921.0,24.0,Education,Semiurban,Graduate,Female,Business,No
893.0,8456.0,8597.0,Contract,39.0,Married,1.0,578.0,2.0,0.12,5097.0,22597.0,34729.0,24.0,Personal,Semiurban,Not Graduate,Female,Unemployed,No
894.0,6212.0,4437.0,Salaried,31.0,Married,0.0,665.0,,0.56,18044.0,1903.0,24211.0,60.0,Car,Urban,Graduate,Female,Private,No
895.0,15224.0,5435.0,,54.0,Married,3.0,560.0,4.0,0.52,18738.0,14551.0,31614.0,12.0,Business,Semiurban,Graduate,Male,Private,No
896.0,9970.0,8435.0,Self-employed,27.0,Married,3.0,646.0,0.0,0.25,6461.0,27751.0,18601.0,60.0,Business,Urban,Graduate,Male,Private,No
897.0,18920.0,4107.0,Contract,54.0,Married,3.0,651.0,3.0,0.49,7044.0,24278.0,28796.0,48.0,Personal,Urban,Not Graduate,Male,Business,No
898.0,,560.0,Salaried,40.0,Married,3.0,735.0,0.0,0.12,5497.0,25653.0,7007.0,24.0,Business,Urban,Not Graduate,Male,MNC,No
899.0,12314.0,8785.0,Contract,58.0,Married,0.0,752.0,1.0,0.58,13751.0,15141.0,21514.0,24.0,Business,Semiurban,Graduate,Female,Business,No
900.0,9973.0,,Salaried,44.0,Married,1.0,704.0,0.0,0.36,9304.0,2377.0,18776.0,48.0,Business,Semiurban,Graduate,Male,Unemployed,Yes
901.0,10577.0,1826.0,Self-employed,30.0,Married,3.0,774.0,0.0,0.25,,33615.0,3076.0,12.0,Business,Urban,Graduate,Female,Business,Yes
902.0,10070.0,7629.0,,52.0,Married,0.0,570.0,0.0,0.28,11058.0,47148.0,26350.0,,Education,Rural,Not Graduate,Male,Private,No
903.0,10666.0,8325.0,Contract,35.0,Single,1.0,588.0,2.0,0.13,11260.0,27452.0,39964.0,84.0,Education,Rural,Not Graduate,Male,Private,No
904.0,5600.0,3138.0,Salaried,57.0,Married,3.0,,2.0,0.59,18563.0,22725.0,17292.0,72.0,Car,Semiurban,Graduate,,Unemployed,No
905.0,8783.0,7693.0,Contract,40.0,Married,1.0,,3.0,0.12,634.0,9524.0,32510.0,72.0,Business,Urban,Graduate,Male,Private,Yes
906.0,15226.0,8264.0,Contract,23.0,Single,1.0,595.0,1.0,0.43,10057.0,47999.0,29000.0,72.0,Personal,Rural,Graduate,,Government,No
907.0,11146.0,7842.0,Self-employed,57.0,Married,0.0,615.0,0.0,0.32,13345.0,11698.0,31383.0,36.0,Home,Rural,Graduate,Male,Private,
908.0,6971.0,6721.0,Contract,28.0,Married,1.0,640.0,0.0,0.57,10147.0,43339.0,,84.0,Car,,Graduate,Male,Private,No
909.0,15490.0,7002.0,Contract,43.0,Married,0.0,713.0,0.0,0.22,18602.0,21175.0,25855.0,36.0,Home,Urban,Not Graduate,Male,,Yes
910.0,19589.0,4225.0,Salaried,31.0,Single,3.0,752.0,0.0,0.37,1389.0,12314.0,25281.0,12.0,Home,Rural,Graduate,Female,Private,Yes
911.0,14951.0,2978.0,Salaried,28.0,Married,1.0,660.0,2.0,0.34,13071.0,44197.0,5841.0,48.0,Business,Urban,Graduate,Male,Unemployed,Yes
912.0,14312.0,7373.0,Unemployed,49.0,,1.0,631.0,3.0,0.45,11322.0,2365.0,32668.0,60.0,Personal,Semiurban,Graduate,Male,Government,No
913.0,3990.0,5907.0,Salaried,50.0,Married,2.0,672.0,4.0,0.13,4276.0,32017.0,27918.0,84.0,Home,Urban,Graduate,Male,Business,No
914.0,7299.0,6097.0,Contract,30.0,Single,3.0,742.0,1.0,0.2,,32126.0,18443.0,12.0,Home,Semiurban,Graduate,,Business,Yes
915.0,14997.0,5656.0,Unemployed,59.0,Married,3.0,740.0,0.0,0.21,1249.0,43372.0,33250.0,60.0,Car,,,Male,Business,Yes
916.0,15472.0,8984.0,Salaried,48.0,,2.0,648.0,3.0,0.47,17629.0,44134.0,2922.0,12.0,Personal,Urban,Graduate,Male,Unemployed,No
,,4259.0,Self-employed,56.0,Single,2.0,584.0,4.0,0.19,8245.0,37823.0,32976.0,36.0,Personal,,Not Graduate,Male,Private,No
918.0,6757.0,8286.0,Salaried,33.0,Married,0.0,708.0,3.0,0.39,11102.0,5622.0,12991.0,72.0,Home,Rural,Graduate,Female,Private,Yes
919.0,12395.0,5901.0,Self-employed,52.0,Single,0.0,705.0,2.0,0.21,16226.0,30540.0,39869.0,48.0,Personal,Rural,Not Graduate,Male,Private,Yes
920.0,18241.0,9325.0,Salaried,56.0,Married,1.0,652.0,4.0,0.53,10588.0,49524.0,23733.0,36.0,Car,Urban,Graduate,Male,MNC,No
921.0,7588.0,4917.0,Salaried,57.0,Single,1.0,678.0,3.0,0.57,,40551.0,3473.0,48.0,Car,,Graduate,Male,Unemployed,No
922.0,19350.0,8429.0,Self-employed,46.0,Married,1.0,574.0,2.0,0.36,6976.0,1949.0,9108.0,84.0,Car,Rural,Graduate,Male,Private,No
923.0,6944.0,2530.0,Contract,42.0,Single,1.0,592.0,3.0,0.28,4675.0,49396.0,29715.0,60.0,Business,Urban,Not Graduate,Male,Business,No
924.0,15395.0,1960.0,Contract,24.0,Single,0.0,779.0,3.0,0.22,,42800.0,33210.0,12.0,Home,Rural,Graduate,Female,Private,Yes
925.0,19072.0,7045.0,Self-employed,51.0,Married,3.0,633.0,4.0,0.12,7953.0,31912.0,38317.0,24.0,Personal,Urban,Graduate,Female,Private,No
926.0,6243.0,1048.0,Salaried,38.0,Married,1.0,744.0,2.0,0.23,4377.0,32161.0,34362.0,24.0,Car,Rural,Not Graduate,Male,Business,No
927.0,11916.0,5772.0,Self-employed,58.0,Married,3.0,,0.0,0.43,10599.0,44387.0,5889.0,48.0,Home,Rural,,Female,Private,No
928.0,11984.0,,Salaried,44.0,Married,1.0,600.0,1.0,0.37,7058.0,16508.0,25021.0,72.0,Home,Semiurban,Not Graduate,Male,Government,No
929.0,,2964.0,Unemployed,43.0,Married,2.0,679.0,4.0,0.57,17206.0,45592.0,9212.0,72.0,Business,Rural,Graduate,Female,Business,No
930.0,11181.0,7137.0,Contract,42.0,,1.0,759.0,2.0,0.3,11894.0,43713.0,32971.0,48.0,Personal,Urban,Graduate,Female,MNC,Yes
931.0,4482.0,963.0,Contract,22.0,Married,1.0,675.0,3.0,0.45,2939.0,1919.0,4201.0,36.0,Personal,,Graduate,Female,Government,No
932.0,2951.0,536.0,,51.0,,1.0,785.0,2.0,0.34,1031.0,42595.0,25346.0,24.0,Car,Rural,Not Graduate,Male,Business,No
,4079.0,7340.0,Salaried,31.0,Married,0.0,741.0,1.0,0.36,10208.0,9617.0,38958.0,36.0,Car,Rural,Graduate,Male,Government,No
934.0,4717.0,7179.0,Contract,48.0,Single,2.0,751.0,1.0,0.23,562.0,,14715.0,60.0,Home,Semiurban,,Male,Private,Yes
935.0,11692.0,7967.0,Salaried,52.0,Married,1.0,618.0,0.0,0.33,10730.0,33298.0,6681.0,24.0,Personal,Rural,Graduate,Male,Business,No
936.0,9311.0,8734.0,Unemployed,25.0,Married,1.0,558.0,,0.34,16724.0,40617.0,37446.0,60.0,Personal,Rural,Graduate,Male,Private,No
937.0,2768.0,845.0,Salaried,58.0,Married,3.0,551.0,1.0,0.45,16152.0,6929.0,17720.0,12.0,Car,,Not Graduate,Male,Private,No
938.0,7490.0,5777.0,,30.0,Married,2.0,711.0,4.0,0.57,13998.0,37117.0,2667.0,36.0,Education,Urban,Graduate,Male,Government,No
939.0,17534.0,3036.0,Contract,44.0,Married,1.0,737.0,4.0,0.26,18680.0,,29152.0,48.0,Home,Urban,Graduate,Female,MNC,
940.0,8645.0,5947.0,Salaried,55.0,Married,3.0,779.0,3.0,0.12,16618.0,44063.0,9204.0,,Personal,Urban,Graduate,Male,Private,Yes
941.0,7232.0,2494.0,Salaried,43.0,,3.0,738.0,0.0,0.35,9308.0,21140.0,38890.0,36.0,Business,Rural,Graduate,Female,Private,No
942.0,13485.0,2719.0,Contract,37.0,Single,0.0,708.0,3.0,0.37,9609.0,18185.0,25537.0,48.0,Business,Urban,Graduate,Male,Private,Yes
943.0,7797.0,1884.0,Salaried,21.0,Married,3.0,559.0,0.0,0.18,17675.0,37924.0,,12.0,Education,Urban,Graduate,Female,Private,No
944.0,14342.0,4349.0,Salaried,51.0,Single,1.0,663.0,1.0,0.48,8720.0,24240.0,34741.0,24.0,Car,Urban,Not Graduate,Male,Government,No
945.0,10038.0,5179.0,Salaried,51.0,Single,0.0,625.0,4.0,0.59,10172.0,21845.0,21654.0,60.0,Car,Urban,Not Graduate,,Private,No
946.0,18002.0,6610.0,Salaried,54.0,Single,,713.0,4.0,0.57,14457.0,9228.0,2408.0,12.0,,Urban,Graduate,Female,MNC,No
947.0,15087.0,6430.0,Contract,29.0,Single,1.0,795.0,1.0,0.2,2939.0,21686.0,19672.0,72.0,Business,Rural,Not Graduate,Male,MNC,Yes
948.0,6873.0,7154.0,Self-employed,42.0,Married,2.0,634.0,3.0,0.54,14345.0,11920.0,2218.0,48.0,Car,Urban,Graduate,Male,Business,No
949.0,3481.0,6488.0,Salaried,33.0,Married,3.0,598.0,3.0,0.45,16158.0,7432.0,37145.0,24.0,Business,,Graduate,Male,Government,No
950.0,,4737.0,Salaried,45.0,Single,0.0,788.0,2.0,0.33,5435.0,44971.0,,24.0,Education,Rural,Graduate,Male,Private,Yes
951.0,16422.0,6525.0,Salaried,38.0,Married,2.0,619.0,0.0,0.37,5392.0,6189.0,5098.0,84.0,,Semiurban,Graduate,Male,Private,
952.0,18438.0,3850.0,Salaried,32.0,Married,1.0,789.0,3.0,0.52,7972.0,,8619.0,84.0,Personal,Urban,Graduate,Male,Government,No
953.0,9643.0,689.0,Salaried,37.0,,3.0,726.0,1.0,0.34,,33910.0,12939.0,12.0,Education,Urban,,Female,,Yes
954.0,17708.0,5175.0,Salaried,35.0,Single,3.0,680.0,3.0,0.29,19184.0,30226.0,19226.0,24.0,Business,Urban,Not Graduate,Female,Business,Yes
955.0,13271.0,8648.0,Salaried,35.0,Single,0.0,751.0,4.0,0.35,14799.0,7614.0,26322.0,48.0,Education,Urban,Graduate,Male,Private,Yes
956.0,19216.0,5078.0,Contract,,Single,3.0,682.0,0.0,0.39,19159.0,47021.0,17878.0,12.0,Personal,Semiurban,Graduate,Female,Private,Yes
957.0,14600.0,5448.0,Salaried,59.0,Single,3.0,787.0,2.0,0.19,15052.0,21224.0,7560.0,60.0,Home,Rural,,Male,Private,Yes
958.0,12998.0,1179.0,Self-employed,33.0,Married,3.0,767.0,0.0,0.55,6044.0,18013.0,39278.0,12.0,Personal,Rural,Graduate,Male,Private,No
959.0,16295.0,9074.0,Self-employed,37.0,Single,3.0,738.0,4.0,0.44,19871.0,21446.0,37212.0,12.0,Business,Urban,Graduate,Male,Unemployed,No
960.0,,6406.0,,52.0,Married,1.0,762.0,4.0,0.42,14415.0,,30299.0,60.0,Personal,Rural,Graduate,Female,Private,No
961.0,18380.0,8591.0,Self-employed,29.0,Married,2.0,786.0,4.0,0.15,17274.0,39673.0,8543.0,72.0,,Urban,Graduate,Male,MNC,
962.0,10519.0,6907.0,Self-employed,40.0,Single,,639.0,4.0,0.4,13858.0,37657.0,24946.0,84.0,Car,Rural,Graduate,,,No
963.0,5300.0,8800.0,Contract,46.0,Married,1.0,779.0,1.0,0.16,17572.0,4839.0,32740.0,48.0,Education,Rural,,Male,MNC,No
964.0,8722.0,1638.0,Self-employed,47.0,Married,0.0,,2.0,0.14,5644.0,36725.0,8253.0,72.0,Business,Urban,Not Graduate,,Government,Yes
965.0,9218.0,5671.0,Self-employed,41.0,Married,3.0,575.0,4.0,0.36,17124.0,30203.0,,72.0,,Urban,Graduate,Female,Unemployed,No
966.0,5054.0,6928.0,Contract,38.0,Single,1.0,621.0,4.0,0.3,17753.0,557.0,33813.0,72.0,Personal,Semiurban,Not Graduate,Male,Private,No
967.0,15575.0,1382.0,Self-employed,33.0,Married,3.0,554.0,3.0,0.39,18384.0,30666.0,28632.0,84.0,Home,Urban,Graduate,Female,Government,No
968.0,9970.0,1403.0,Salaried,36.0,Single,1.0,564.0,2.0,0.14,17855.0,37389.0,3057.0,36.0,Business,Urban,Graduate,Male,Private,No
969.0,4143.0,,Salaried,29.0,Married,1.0,672.0,0.0,0.32,17920.0,47700.0,34431.0,84.0,Personal,Urban,Not Graduate,,Government,No
970.0,11503.0,3292.0,Salaried,32.0,Single,0.0,693.0,2.0,0.19,16702.0,33607.0,38436.0,72.0,Education,Urban,Graduate,Male,Government,
971.0,17149.0,9011.0,Contract,58.0,Single,2.0,550.0,2.0,0.59,5153.0,24578.0,19413.0,36.0,Education,Rural,Graduate,Male,Business,No
972.0,14175.0,419.0,Contract,39.0,Married,2.0,693.0,2.0,0.38,1894.0,9243.0,31225.0,60.0,Business,Rural,Graduate,Female,Private,Yes
973.0,10356.0,4517.0,Unemployed,27.0,Married,,714.0,4.0,0.44,7991.0,9596.0,39485.0,84.0,Personal,Rural,Not Graduate,Male,Private,No
974.0,17070.0,3302.0,Self-employed,55.0,Married,0.0,552.0,4.0,0.26,15439.0,6998.0,3696.0,48.0,Education,Urban,Not Graduate,Male,Business,No
975.0,2822.0,7857.0,Salaried,38.0,Single,3.0,729.0,1.0,0.15,9467.0,10129.0,17101.0,72.0,Business,,Not Graduate,Male,Government,No
976.0,19327.0,,Salaried,36.0,Single,3.0,596.0,0.0,0.59,5935.0,510.0,9831.0,24.0,Business,Semiurban,Graduate,Male,Private,No
977.0,16289.0,,Self-employed,59.0,Single,1.0,644.0,3.0,0.24,17107.0,11596.0,20047.0,60.0,Home,Urban,Not Graduate,Male,Unemployed,No
978.0,8150.0,5693.0,Self-employed,24.0,Married,2.0,562.0,2.0,0.31,2329.0,12974.0,6004.0,36.0,Education,Urban,Graduate,Female,Unemployed,No
979.0,6425.0,,Unemployed,45.0,Single,0.0,669.0,0.0,0.42,9327.0,1137.0,23705.0,84.0,Personal,Semiurban,Not Graduate,Female,MNC,No
980.0,18032.0,2044.0,Salaried,52.0,Single,2.0,757.0,0.0,0.11,2770.0,46468.0,22509.0,48.0,,Urban,Graduate,Male,MNC,Yes
981.0,4198.0,1549.0,Self-employed,33.0,Single,3.0,604.0,1.0,0.51,4846.0,27897.0,38170.0,12.0,Education,Urban,Graduate,Male,Private,No
982.0,5452.0,9956.0,Self-employed,37.0,Single,2.0,784.0,3.0,0.37,16651.0,4666.0,15662.0,48.0,Education,Urban,Graduate,Male,Unemployed,Yes
983.0,11106.0,6140.0,Self-employed,57.0,Married,3.0,698.0,2.0,0.24,16276.0,8906.0,39680.0,48.0,Business,Urban,Not Graduate,Female,Government,Yes
984.0,15859.0,3716.0,Self-employed,26.0,Married,0.0,615.0,3.0,0.13,14633.0,21818.0,1394.0,72.0,Car,Urban,Not Graduate,Male,Private,No
985.0,19692.0,4481.0,Contract,39.0,Single,0.0,731.0,1.0,0.18,13628.0,43246.0,37365.0,,Car,Urban,,Male,,Yes
986.0,10705.0,7898.0,Salaried,33.0,Single,1.0,704.0,4.0,0.55,569.0,2654.0,11524.0,84.0,Home,Rural,Graduate,Female,Private,No
987.0,12112.0,6548.0,Contract,46.0,Married,1.0,715.0,0.0,0.44,1973.0,33758.0,34097.0,84.0,Education,Urban,Not Graduate,Male,Government,
988.0,6841.0,2293.0,Self-employed,34.0,Married,2.0,639.0,2.0,0.22,2822.0,24204.0,27673.0,36.0,Car,Semiurban,Graduate,Male,Private,No
989.0,17358.0,4837.0,Contract,51.0,Married,0.0,735.0,4.0,0.13,270.0,34928.0,18156.0,84.0,Home,Urban,,Female,Government,Yes
990.0,,7758.0,Contract,24.0,Married,0.0,611.0,1.0,0.45,16320.0,30552.0,2645.0,36.0,Business,Semiurban,Not Graduate,Male,Government,No
991.0,6566.0,6793.0,Salaried,59.0,Married,1.0,651.0,3.0,0.39,7641.0,47904.0,30049.0,72.0,,Semiurban,Graduate,Male,Government,Yes
992.0,13382.0,7638.0,Salaried,28.0,Single,3.0,723.0,,0.3,8930.0,10336.0,10815.0,72.0,Personal,Rural,Graduate,Male,Private,Yes
993.0,19939.0,7993.0,Unemployed,,Single,2.0,766.0,2.0,0.28,6680.0,47037.0,2848.0,24.0,Business,Semiurban,Graduate,Male,Government,Yes
994.0,16596.0,6007.0,Self-employed,33.0,Married,2.0,688.0,4.0,0.21,1257.0,16206.0,35329.0,24.0,Home,Rural,Graduate,Male,Government,Yes
,2804.0,5542.0,Unemployed,,Married,1.0,749.0,4.0,0.43,8250.0,34831.0,,60.0,Business,Semiurban,Graduate,Female,Private,No
996.0,,9092.0,Salaried,58.0,Married,0.0,557.0,0.0,0.59,5370.0,43563.0,8311.0,72.0,Personal,,Not Graduate,Male,Unemployed,No
997.0,3279.0,6356.0,Self-employed,58.0,Married,1.0,646.0,3.0,0.19,,18361.0,22563.0,12.0,Business,Urban,Graduate,Female,Government,No
998.0,15192.0,8433.0,Contract,48.0,Single,1.0,666.0,1.0,0.4,8581.0,41335.0,16203.0,24.0,Home,Rural,Graduate,Male,MNC,No
999.0,9083.0,7380.0,Unemployed,50.0,Single,1.0,748.0,3.0,0.31,13491.0,8933.0,10290.0,36.0,Personal,Urban,Graduate,Male,Private,Yes
1000.0,13093.0,2385.0,Salaried,23.0,Married,1.0,613.0,3.0,0.32,12436.0,25816.0,35818.0,48.0,Personal,Semiurban,Graduate,,Private,No
1001.0,13022.0,1417.0,Self-employed,22.0,Single,2.0,642.0,0.0,0.16,4626.0,8578.0,8907.0,84.0,Car,Rural,Graduate,Female,Private,No
1002.0,18045.0,9164.0,Self-employed,52.0,Married,0.0,726.0,1.0,0.37,15583.0,,33739.0,48.0,Education,Rural,Graduate,Male,Business,Yes
1003.0,14231.0,745.0,Salaried,53.0,Single,0.0,741.0,4.0,0.39,17815.0,,5777.0,84.0,Education,Semiurban,Graduate,Male,Government,No
1004.0,15067.0,1438.0,Salaried,38.0,Married,1.0,730.0,0.0,0.36,12879.0,1651.0,23019.0,24.0,Home,Urban,Graduate,Male,Government,Yes
1005.0,9423.0,2382.0,Salaried,47.0,Married,,704.0,4.0,0.26,14739.0,33585.0,24478.0,60.0,Business,Rural,Graduate,Male,Business,Yes
1006.0,3903.0,7311.0,Contract,55.0,Married,2.0,789.0,0.0,,3041.0,13542.0,33068.0,84.0,Home,Rural,Not Graduate,Female,Private,Yes
1007.0,14681.0,,Contract,37.0,Married,3.0,681.0,0.0,0.31,17572.0,44064.0,32954.0,24.0,Education,Semiurban,Graduate,Female,Unemployed,No
1008.0,12251.0,6216.0,Salaried,29.0,Married,0.0,620.0,4.0,0.14,3968.0,18140.0,23485.0,24.0,Personal,Urban,Graduate,Male,Private,No
1009.0,15191.0,7178.0,Self-employed,,Married,0.0,602.0,1.0,0.12,14279.0,19640.0,14534.0,36.0,Home,Rural,Graduate,Male,Business,No
1010.0,19706.0,7693.0,Contract,52.0,Married,0.0,771.0,3.0,0.5,446.0,12299.0,7609.0,24.0,Car,Rural,Graduate,Male,Private,Yes
1011.0,,7061.0,Contract,37.0,Married,1.0,647.0,0.0,0.22,16642.0,38397.0,16271.0,60.0,Education,Urban,Graduate,Male,Unemployed,Yes
1012.0,6426.0,9984.0,Self-employed,29.0,Single,2.0,767.0,3.0,0.4,12150.0,42688.0,14305.0,84.0,Car,Rural,Graduate,Female,MNC,Yes
1013.0,17598.0,2737.0,Salaried,49.0,Single,,692.0,0.0,,926.0,,,24.0,Education,Urban,Graduate,Female,,Yes
1014.0,13643.0,7090.0,Contract,35.0,Single,0.0,740.0,2.0,0.38,,7198.0,19230.0,72.0,Business,Rural,Not Graduate,Male,Government,No
1015.0,13145.0,6351.0,Salaried,54.0,Married,3.0,729.0,1.0,0.36,11084.0,40160.0,17219.0,12.0,Education,Urban,Graduate,Male,Unemployed,No
1016.0,,1259.0,Unemployed,57.0,Married,3.0,705.0,1.0,0.24,14439.0,35363.0,,72.0,Personal,Urban,Graduate,Female,Government,Yes
1017.0,15844.0,1266.0,Self-employed,48.0,Married,3.0,603.0,1.0,0.11,13089.0,8991.0,2452.0,36.0,Personal,Rural,Graduate,Male,Government,No
1018.0,10321.0,6430.0,Salaried,22.0,Single,0.0,700.0,1.0,,13037.0,1548.0,37450.0,12.0,Business,Semiurban,Graduate,Female,Private,Yes
1019.0,,8564.0,Contract,24.0,Married,3.0,591.0,2.0,0.12,4019.0,21809.0,2956.0,24.0,,Rural,Graduate,Male,Private,Yes
1020.0,14306.0,5269.0,Contract,38.0,Married,2.0,694.0,4.0,0.3,13065.0,29349.0,18163.0,84.0,Personal,Semiurban,Graduate,Male,Government,No
1021.0,16532.0,5766.0,Salaried,46.0,Single,3.0,739.0,1.0,0.4,14558.0,32178.0,6422.0,12.0,Home,Urban,Not Graduate,Male,Private,No
1022.0,3218.0,6430.0,Salaried,32.0,Married,3.0,731.0,4.0,0.21,13935.0,40248.0,29284.0,84.0,Education,Urban,Not Graduate,Male,Private,Yes
1023.0,7958.0,4435.0,Unemployed,45.0,Married,,689.0,0.0,0.21,19201.0,40910.0,20823.0,12.0,Home,Urban,Not Graduate,Female,Private,Yes
1024.0,5379.0,3225.0,Contract,52.0,Married,0.0,744.0,2.0,0.33,5789.0,39155.0,10094.0,72.0,Business,Semiurban,Not Graduate,Male,Government,Yes
1025.0,16379.0,5077.0,Salaried,55.0,Single,0.0,702.0,0.0,0.29,14146.0,24059.0,,48.0,Car,Rural,Graduate,Male,Private,No
1026.0,9567.0,7818.0,Salaried,33.0,,1.0,741.0,4.0,0.43,11031.0,3738.0,5677.0,12.0,Personal,Semiurban,Graduate,Female,Business,Yes
1027.0,7893.0,7063.0,Self-employed,37.0,Married,0.0,750.0,1.0,0.36,6185.0,48756.0,25271.0,,Home,Semiurban,,Male,Private,Yes
1028.0,14971.0,7368.0,Contract,32.0,,0.0,672.0,4.0,0.3,5484.0,20226.0,38540.0,12.0,Education,Urban,Graduate,Female,Private,No
1029.0,2415.0,5179.0,Salaried,29.0,Single,3.0,736.0,0.0,0.22,7615.0,26254.0,7820.0,84.0,Car,Semiurban,Not Graduate,Male,Business,No
1030.0,16187.0,5426.0,Salaried,35.0,Single,0.0,614.0,2.0,0.18,15718.0,3348.0,,24.0,Business,Rural,Graduate,Male,,Yes
1031.0,17039.0,3235.0,Salaried,34.0,Married,,719.0,4.0,0.39,12764.0,10166.0,11018.0,12.0,Business,Rural,Not Graduate,Female,,No
1032.0,13285.0,3634.0,Salaried,52.0,Single,1.0,616.0,2.0,0.16,14377.0,15930.0,11421.0,12.0,Personal,Semiurban,Graduate,Male,Private,No
1033.0,19587.0,8782.0,Salaried,47.0,Married,0.0,661.0,3.0,0.31,13832.0,29323.0,3149.0,84.0,Business,Semiurban,,Male,Government,No
1034.0,15219.0,9328.0,Salaried,58.0,Single,3.0,652.0,0.0,0.14,,582.0,29114.0,84.0,Car,Semiurban,Graduate,Male,Private,Yes
1035.0,14201.0,6009.0,Salaried,48.0,Married,2.0,667.0,0.0,0.25,7934.0,12869.0,8254.0,84.0,Home,Urban,Graduate,Female,Unemployed,No
1036.0,10563.0,7697.0,Self-employed,52.0,Single,3.0,767.0,,0.36,17804.0,4289.0,26257.0,60.0,Home,Rural,Graduate,Male,Government,No
1037.0,18615.0,4018.0,Salaried,57.0,Married,2.0,655.0,4.0,0.25,6191.0,49224.0,22298.0,72.0,Business,Semiurban,Graduate,Male,MNC,No
1038.0,12033.0,3837.0,Salaried,36.0,,0.0,781.0,0.0,0.51,19869.0,11587.0,5990.0,36.0,Home,Urban,Graduate,Male,,No
1039.0,9198.0,6070.0,Unemployed,26.0,Single,3.0,719.0,0.0,0.34,16842.0,3858.0,2840.0,12.0,Personal,Semiurban,Graduate,Male,Private,Yes
1040.0,10420.0,3848.0,Contract,52.0,Single,0.0,617.0,0.0,0.18,3181.0,14170.0,2162.0,36.0,Education,,Not Graduate,Female,MNC,Yes
1041.0,13311.0,7905.0,Salaried,54.0,Married,3.0,650.0,4.0,0.13,17127.0,32848.0,15396.0,72.0,Car,Rural,Graduate,Male,Private,Yes
1042.0,15889.0,1224.0,Salaried,,Married,2.0,,0.0,0.26,10719.0,46108.0,7846.0,84.0,Personal,Rural,Graduate,Male,Private,Yes
1043.0,17739.0,3030.0,Salaried,49.0,Married,,702.0,1.0,0.28,13182.0,,8902.0,12.0,Car,Rural,Not Graduate,Male,Private,No
